time_period,time_identifier,version,geographic_level,country_code,country_name,gender,establishment_type,admission_type,religious_denomination,subject,qualification_type,grade,number_achieving,percentage_achieving
202223,Academic year,Provisional,National,E92000001,England,Girls,Independent special schools,Total,Total,Media/Film/TV,GCSE,9 to 5,2,67
202223,Academic year,Provisional,National,E92000001,England,Total,Independent special schools,Total,Total,Media/Film/TV,GCSE,9 to 5,4,25
202223,Academic year,Provisional,National,E92000001,England,Boys,Non-maintained special schools,Total,Total,Media/Film/TV,GCSE,9 to 5,0,0
202223,Academic year,Provisional,National,E92000001,England,Girls,Non-maintained special schools,Total,Total,Media/Film/TV,GCSE,9 to 5,0,0
202223,Academic year,Provisional,National,E92000001,England,Total,Non-maintained special schools,Total,Total,Media/Film/TV,GCSE,9 to 5,0,0
202223,Academic year,Provisional,National,E92000001,England,Boys,Sponsored academies,Total,Total,Media/Film/TV,GCSE,9 to 5,588,31
202223,Academic year,Provisional,National,E92000001,England,Girls,Sponsored academies,Total,Total,Media/Film/TV,GCSE,9 to 5,1088,53
202223,Academic year,Provisional,National,E92000001,England,Total,Sponsored academies,Total,Total,Media/Film/TV,GCSE,9 to 5,1676,42
202223,Academic year,Provisional,National,E92000001,England,Boys,"State-funded inc hosp, PRU & AP",Total,Total,Media/Film/TV,GCSE,9 to 5,5240,41
202223,Academic year,Provisional,National,E92000001,England,Girls,"State-funded inc hosp, PRU & AP",Total,Total,Media/Film/TV,GCSE,9 to 5,8785,64
202223,Academic year,Provisional,National,E92000001,England,Total,"State-funded inc hosp, PRU & AP",Total,Total,Media/Film/TV,GCSE,9 to 5,14025,53
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Church of England,Media/Film/TV,GCSE,9 to 5,224,44
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Church of England,Media/Film/TV,GCSE,9 to 5,370,68
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Church of England,Media/Film/TV,GCSE,9 to 5,594,57
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Jewish,Media/Film/TV,GCSE,9 to 5,3,75
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Jewish,Media/Film/TV,GCSE,9 to 5,8,89
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Jewish,Media/Film/TV,GCSE,9 to 5,11,85
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,No religious character,Media/Film/TV,GCSE,9 to 5,4621,41
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,No religious character,Media/Film/TV,GCSE,9 to 5,7574,64
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,No religious character,Media/Film/TV,GCSE,9 to 5,12195,53
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Other Christian faith,Media/Film/TV,GCSE,9 to 5,80,38
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Other Christian faith,Media/Film/TV,GCSE,9 to 5,138,62
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Other Christian faith,Media/Film/TV,GCSE,9 to 5,218,50
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Roman catholic,Media/Film/TV,GCSE,9 to 5,300,45
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Roman catholic,Media/Film/TV,GCSE,9 to 5,681,67
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Roman catholic,Media/Film/TV,GCSE,9 to 5,981,58
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Total,Media/Film/TV,GCSE,9 to 5,5230,42
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Total,Media/Film/TV,GCSE,9 to 5,8774,64
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Total,Media/Film/TV,GCSE,9 to 5,14004,53
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,non-selective schools in highly selective areas,Total,Media/Film/TV,GCSE,9 to 5,334,37
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,non-selective schools in highly selective areas,Total,Media/Film/TV,GCSE,9 to 5,617,55
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,non-selective schools in highly selective areas,Total,Media/Film/TV,GCSE,9 to 5,951,47
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,non-selective schools in other areas,Total,Media/Film/TV,GCSE,9 to 5,4703,41
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,non-selective schools in other areas,Total,Media/Film/TV,GCSE,9 to 5,7907,64
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,non-selective schools in other areas,Total,Media/Film/TV,GCSE,9 to 5,12610,53
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,selective schools,Total,Media/Film/TV,GCSE,9 to 5,191,73
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,selective schools,Total,Media/Film/TV,GCSE,9 to 5,247,93
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,selective schools,Total,Media/Film/TV,GCSE,9 to 5,438,83
202223,Academic year,Provisional,National,E92000001,England,Boys,Studio schools,Total,Total,Media/Film/TV,GCSE,9 to 5,3,33
202223,Academic year,Provisional,National,E92000001,England,Girls,Studio schools,Total,Total,Media/Film/TV,GCSE,9 to 5,8,47
202223,Academic year,Provisional,National,E92000001,England,Total,Studio schools,Total,Total,Media/Film/TV,GCSE,9 to 5,11,42
202223,Academic year,Provisional,National,E92000001,England,Boys,University technical colleges (UTCs),Total,Total,Media/Film/TV,GCSE,9 to 5,32,44
202223,Academic year,Provisional,National,E92000001,England,Girls,University technical colleges (UTCs),Total,Total,Media/Film/TV,GCSE,9 to 5,35,47
202223,Academic year,Provisional,National,E92000001,England,Total,University technical colleges (UTCs),Total,Total,Media/Film/TV,GCSE,9 to 5,67,46
202223,Academic year,Provisional,National,E92000001,England,Boys,Academies and free schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,9480,z
202223,Academic year,Provisional,National,E92000001,England,Girls,Academies and free schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,10535,z
202223,Academic year,Provisional,National,E92000001,England,Total,Academies and free schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,20015,z
202223,Academic year,Provisional,National,E92000001,England,Boys,All independent schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,306,z
202223,Academic year,Provisional,National,E92000001,England,Girls,All independent schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,272,z
202223,Academic year,Provisional,National,E92000001,England,Total,All independent schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,578,z
202223,Academic year,Provisional,National,E92000001,England,Boys,All schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,12942,z
202223,Academic year,Provisional,National,E92000001,England,Girls,All schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,14045,z
202223,Academic year,Provisional,National,E92000001,England,Total,All schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,26987,z
202223,Academic year,Provisional,National,E92000001,England,Boys,All special schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,55,z
202223,Academic year,Provisional,National,E92000001,England,Girls,All special schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,21,z
202223,Academic year,Provisional,National,E92000001,England,Total,All special schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,76,z
202223,Academic year,Provisional,National,E92000001,England,Boys,All state-funded,Total,Total,Media/Film/TV,GCSE,Total pupil entries,12616,z
202223,Academic year,Provisional,National,E92000001,England,Girls,All state-funded,Total,Total,Media/Film/TV,GCSE,Total pupil entries,13753,z
202223,Academic year,Provisional,National,E92000001,England,Total,All state-funded,Total,Total,Media/Film/TV,GCSE,Total pupil entries,26369,z
202223,Academic year,Provisional,National,E92000001,England,Boys,All state-funded special schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,41,z
202223,Academic year,Provisional,National,E92000001,England,Girls,All state-funded special schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,16,z
202223,Academic year,Provisional,National,E92000001,England,Total,All state-funded special schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,57,z
202223,Academic year,Provisional,National,E92000001,England,Boys,Converter academies,Total,Total,Media/Film/TV,GCSE,Total pupil entries,7145,z
202223,Academic year,Provisional,National,E92000001,England,Girls,Converter academies,Total,Total,Media/Film/TV,GCSE,Total pupil entries,8106,z
202223,Academic year,Provisional,National,E92000001,England,Total,Converter academies,Total,Total,Media/Film/TV,GCSE,Total pupil entries,15251,z
202223,Academic year,Provisional,National,E92000001,England,Boys,FE 14-16 colleges,Total,Total,Media/Film/TV,GCSE,Total pupil entries,17,z
202223,Academic year,Provisional,National,E92000001,England,Girls,FE 14-16 colleges,Total,Total,Media/Film/TV,GCSE,Total pupil entries,21,z
202223,Academic year,Provisional,National,E92000001,England,Total,FE 14-16 colleges,Total,Total,Media/Film/TV,GCSE,Total pupil entries,38,z
202223,Academic year,Provisional,National,E92000001,England,Boys,Free schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,327,z
202223,Academic year,Provisional,National,E92000001,England,Girls,Free schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,274,z
202223,Academic year,Provisional,National,E92000001,England,Total,Free schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,601,z
202223,Academic year,Provisional,National,E92000001,England,Boys,Independent schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,292,z
202223,Academic year,Provisional,National,E92000001,England,Girls,Independent schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,267,z
202223,Academic year,Provisional,National,E92000001,England,Total,Independent schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,559,z
202223,Academic year,Provisional,National,E92000001,England,Boys,Independent special schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,13,z
202223,Academic year,Provisional,National,E92000001,England,Girls,Independent special schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,3,z
202223,Academic year,Provisional,National,E92000001,England,Total,Independent special schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,16,z
202223,Academic year,Provisional,National,E92000001,England,Boys,Non-maintained special schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,1,z
202223,Academic year,Provisional,National,E92000001,England,Girls,Non-maintained special schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,2,z
202223,Academic year,Provisional,National,E92000001,England,Total,Non-maintained special schools,Total,Total,Media/Film/TV,GCSE,Total pupil entries,3,z
202223,Academic year,Provisional,National,E92000001,England,Boys,Sponsored academies,Total,Total,Media/Film/TV,GCSE,Total pupil entries,1927,z
202223,Academic year,Provisional,National,E92000001,England,Girls,Sponsored academies,Total,Total,Media/Film/TV,GCSE,Total pupil entries,2063,z
202223,Academic year,Provisional,National,E92000001,England,Total,Sponsored academies,Total,Total,Media/Film/TV,GCSE,Total pupil entries,3990,z
202223,Academic year,Provisional,National,E92000001,England,Boys,"State-funded inc hosp, PRU & AP",Total,Total,Media/Film/TV,GCSE,Total pupil entries,12631,z
202223,Academic year,Provisional,National,E92000001,England,Girls,"State-funded inc hosp, PRU & AP",Total,Total,Media/Film/TV,GCSE,Total pupil entries,13771,z
202223,Academic year,Provisional,National,E92000001,England,Total,"State-funded inc hosp, PRU & AP",Total,Total,Media/Film/TV,GCSE,Total pupil entries,26402,z
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Church of England,Media/Film/TV,GCSE,Total pupil entries,505,z
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Church of England,Media/Film/TV,GCSE,Total pupil entries,543,z
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Church of England,Media/Film/TV,GCSE,Total pupil entries,1048,z
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Jewish,Media/Film/TV,GCSE,Total pupil entries,4,z
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Jewish,Media/Film/TV,GCSE,Total pupil entries,9,z
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Jewish,Media/Film/TV,GCSE,Total pupil entries,13,z
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,No religious character,Media/Film/TV,GCSE,Total pupil entries,11177,z
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,No religious character,Media/Film/TV,GCSE,Total pupil entries,11926,z
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,No religious character,Media/Film/TV,GCSE,Total pupil entries,23103,z
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Other Christian faith,Media/Film/TV,GCSE,Total pupil entries,209,z
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Other Christian faith,Media/Film/TV,GCSE,Total pupil entries,223,z
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Other Christian faith,Media/Film/TV,GCSE,Total pupil entries,432,z
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Roman catholic,Media/Film/TV,GCSE,Total pupil entries,663,z
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Roman catholic,Media/Film/TV,GCSE,Total pupil entries,1015,z
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Roman catholic,Media/Film/TV,GCSE,Total pupil entries,1678,z
